%eval_id interface    DAKOTA_RC_1    DAKOTA_RC_2    DAKOTA_RC_3    DAKOTA_RC_4    DAKOTA_RC_5    DAKOTA_RC_6    DAKOTA_RC_7       obj_fn_1       obj_fn_2       obj_fn_3 
18           NO_ID    1.734299872    1.609376719    1.971923763    2.047314579     2.09224322    2.061316342    1.911616564            100            100            100 
19           NO_ID    1.737150903    1.805317278    1.910757225    1.809735903    2.047742181    1.755496549    1.810659803            100            100            100 
20           NO_ID    1.737349073    1.872293549    1.837575586    1.813543655    1.960156711     1.97925081     1.92688914            100            100            100 
21           NO_ID    1.737794552    1.875292759    1.925209694    2.092917028    1.901483365    1.953642543    1.782345546            100            100            100 
22           NO_ID    1.738176019    1.696565399    1.759087278    1.713247282    1.920844859    1.870086719    1.951596235            100            100            100 
23           NO_ID    1.738361803    1.664524126    1.937848934    2.098629352    1.914750374    2.062749627     1.97395253            100            100            100 
24           NO_ID    1.739104901    1.923018653    1.752504345    1.822175478     1.95934559    1.742900816    1.846101804            100            100            100 
25           NO_ID    1.743187566    1.780666991    1.742787563    1.985397623    1.956760252    2.069694014    2.081263153            100            100            100 
26           NO_ID    1.743830567    1.820519958     1.86163952    2.026792426    1.835691468    1.904914118    1.852644525            100            100            100 
27           NO_ID    1.744597526    1.663626865    1.762641099    1.778897398    1.773003584    1.834564863    1.726211976            100            100            100 
28           NO_ID    1.748326689    1.779307651    1.872057828    1.792924215    1.942934516    1.734698927    1.871821613            100            100            100 
29           NO_ID    1.748786318    1.947455961    1.600941045    1.969443026    1.960901992    1.894812269    2.062552688            100            100            100 
30           NO_ID    1.751838488      1.7387634    1.869346069    1.782635185    1.866587983    1.715598877     2.08825488            100            100            100 
31           NO_ID    1.753337152     1.83168326    1.649970528    1.894259773    1.939612258    2.083711719    1.815134192            100            100            100 
32           NO_ID    1.753590024     1.95766868    1.801847374    1.814922615    1.965698653    2.002463498    1.774746409            100            100            100 
33           NO_ID    1.757601498    1.920087606    1.695364864    1.711554147    1.779571199    1.711787686    1.912815938            100            100            100 
34           NO_ID    1.761332592    1.908029973    1.700616123    2.059823794     1.77630192    2.063909773    1.957174096            100            100            100 
35           NO_ID    1.762492566    1.674603906    1.719418196    1.811278884    1.722059867    1.820359241     2.08072191  0.01051575683 0.0006454773861 0.004402685422 
36           NO_ID    1.762737679    1.732861685    1.967258584    2.007356626    2.017623657    1.706291367    1.806807618            100            100            100 
37           NO_ID    1.764928899    1.684113391    1.671370761    1.973431182    1.728197458    1.831332492    1.898481305 0.008455503268 0.0004429355687 0.004011802712 
38           NO_ID    1.765126462    1.659535827    1.647570723       2.047702    1.751788494     2.08214021    1.708998914 0.009821632756 0.0004950273711 0.003919845279 
39           NO_ID    1.765246803    1.695881205    1.837828541    1.872240638    2.043357289    2.008221937    2.006536191            100            100            100 
40           NO_ID     1.76662514    1.891023669    1.878833144    1.957663042    1.965730134    1.957810903    1.786876963            100            100            100 
41           NO_ID    1.767342191    1.844070377    1.704088793    1.840579503    2.083443485    1.922248988    1.884215529            100            100            100 
42           NO_ID    1.772585001    1.742424903    1.744739324    1.700923899    1.932209616     1.99819852    1.895817108  0.01288737528 0.0007295256409  0.00280877795 
43           NO_ID    1.773047988    1.986931498     1.73520122    1.976138956    2.085313346    1.728860498    1.953144139            100            100            100 
44           NO_ID    1.773237311    1.739373108    1.718160196    1.743636026    2.098237417    1.973468694    1.991209795  0.01166440417 0.0007530145148 0.002808134544 
45           NO_ID    1.775637466    1.619398129    1.957079681    2.005169242    1.797368205    1.840684913    1.736261134            100            100            100 
46           NO_ID    1.776023583     1.81398212     1.99393627    1.779282045    1.883299348    2.037227203    1.926593993            100            100            100 
47           NO_ID    1.776194582    1.987863163    1.641675224    1.813345485     1.89318044    2.052432449    1.923081388            100            100            100 
48           NO_ID     1.77816594    1.847983393    1.687088034    2.088471702     1.72144333    1.876664021    1.968489479            100            100            100 
49           NO_ID    1.779679898    1.725092361     1.95238631    1.716825054    1.823672413    1.776149671    1.702296898            100            100            100 
50           NO_ID    1.780250709    1.807204237     1.94696927     1.76193161     2.00292192    1.722394593    1.738273104            100            100            100 
51           NO_ID    1.781872503    1.602864207    1.642152556    1.759760073    1.858845415    1.765237584    1.789486131  0.01076572583 0.0003728772296 0.003464758493 
52           NO_ID    1.783070577    1.936326938     1.89039647    1.723926326    2.000157679    1.829966396    1.964137056            100            100            100 
53           NO_ID    1.784803381    1.980767002    1.649434096     1.86448328    1.805859363    1.701820405    1.881308333            100            100            100 
54           NO_ID     1.78662162    1.822135647    1.732880659    2.026299657    1.872644362    1.856015395    1.944143635            100            100            100 
55           NO_ID    1.787050165    1.616637248    1.987509773    1.771330557    2.076622106    1.870752723    1.957090981            100            100            100 
56           NO_ID    1.787265272    1.762170615    1.709589989    1.853890412    1.753194285    2.088423133    1.711553454  0.01346103807 0.002072436397 0.001055601586 
57           NO_ID    1.789546158    1.628739045    1.948233025    1.776987109    1.776273209    2.093417709     1.89142809            100            100            100 
58           NO_ID    1.791472739    1.979791127    1.639116268    1.881018897    1.708530172    2.087349293    1.958006006            100            100            100 
59           NO_ID    1.794347845    1.918291793    1.824353892    1.880969465     1.84042744    2.057234552    1.807269122            100            100            100 
60           NO_ID    1.797747545    1.620937862     1.92740629    1.885012817    1.883108478    1.736996279    2.038903229            100            100            100 
61           NO_ID    1.798455901    1.991211695     1.99685206     2.00258348    1.767191128    2.073949597    2.070688916            100            100            100 
62           NO_ID    1.801174734    1.631255321    1.679340232    1.858776232    2.051342927    1.874705096    1.870330379  0.01022504084 0.001527654889 0.001098898065 
63           NO_ID    1.804079271    1.762573819    1.762089003    2.029658105    1.840284308     1.99118054    2.008013107  0.01984995455 0.003598508176 0.0007362267325 
64           NO_ID    1.804535873    1.637918565    1.906295737    1.970697164    1.813322284    1.737174858     2.04166831            100            100            100 
65           NO_ID    1.804843714     1.98445201    1.729072573     2.05172174    1.928929117    1.853665049    1.804986596            100            100            100 
66           NO_ID    1.804980082    1.967965322       1.923791    1.980114405    1.749249612    2.091751152    1.781875226            100            100            100 
67           NO_ID    1.806993834    1.847476084    1.670393396    1.834295554    1.873190551    1.909042696    2.030908631            100            100            100 
68           NO_ID    1.807146159    1.947166794     1.98074252    1.869638725      1.7217707    1.800160716     1.98091761            100            100            100 
69           NO_ID    1.808153758    1.808827617    1.912682789    1.770731365    1.900907781    1.905744915    1.891057005            100            100            100 
70           NO_ID    1.809412153    1.885803761    1.850468342    1.706315605    2.012069841    1.880400225    1.811736376            100            100            100 
71           NO_ID    1.810277162    1.711767973      1.6030744    1.941644045    2.081151121     1.71739799    1.817771426 0.009800237371  0.00180986344 0.004404789422 
72           NO_ID    1.811284754     1.75163201    1.685542358    1.973595603     1.81803281    1.928685765    1.976609407  0.01537519281 0.003295648811 0.001079302914 
73           NO_ID    1.811655808     1.96850033    1.650717577    1.757390721      2.0929716    1.985079229     2.06099178            100            100            100 
74           NO_ID    1.813763423     1.67665568    1.696198736    1.959901092    1.827819865    2.067605779    1.977754038  0.01154239744 0.002757873348 0.0006268021655 
75           NO_ID     1.81654784    1.717264633    1.837444822    1.924701598     2.02609225    1.850127611    1.995432963            100            100            100 
76           NO_ID    1.816811274    1.728624396    1.953493624    2.072049195    2.093964019    1.776939913     1.73481403            100            100            100 
77           NO_ID    1.818588142    1.667889475    1.876228433    2.064204092    1.871177936    1.729439744     1.89787444            100            100            100 
78           NO_ID    1.821810363    1.805371513    1.897406818    1.840056608    1.799474351    1.847325446    1.842454827            100            100            100 
79           NO_ID    1.825058797    1.913765585    1.612713785    2.043729247    1.820679382    1.840068107    1.776986501            100            100            100 
80           NO_ID      1.8257051    1.892175563    1.635330917    2.080920719    1.862071594    1.880311047     1.76703128            100            100            100 
81           NO_ID    1.827000031    1.955872526    1.686489968    1.746517238    2.033738466    1.966905401    2.062805143            100            100            100 
82           NO_ID    1.827023706     1.60107861    1.899347596    1.957811503    1.771791706    1.892104786    2.036774195            100            100            100 
83           NO_ID    1.830787797    1.670713095     1.89275719    1.778962692    1.711278871    1.844222151    2.053622275            100            100            100 
84           NO_ID    1.831366883    1.869383147     1.61432359    1.976127381    1.881159729     2.04900281    1.725371981            100            100            100 
85           NO_ID    1.832613068    1.627136545    1.724649321    1.937148941     1.76505511    1.730945058    1.807846105   0.0141926537 0.0009158404068 0.003081054624 
86           NO_ID    1.834306043    1.904854489    1.984378972    1.914556752    1.812058726    2.031348241    1.976488362            100            100            100 
87           NO_ID    1.836260575    1.675955843    1.808209635    1.912284158    1.989937963    1.902145905    1.991566203  0.01213070695 0.003768172726  0.00246937682 
88           NO_ID    1.840922622    1.607928998    1.933741191    2.020874419    2.061624067    1.940218102     2.03412771            100            100            100 
89           NO_ID    1.844053485    1.817782139    1.978346174    1.881402558    1.790075688     1.91592176    1.994946214            100            100            100 
90           NO_ID    1.844760498    1.911776582     1.93467922      1.8492446    1.759543225    1.930793134    2.013802394            100            100            100 
91           NO_ID    1.846137669    1.651164184    1.871407043    1.717852946    1.916187948    2.062714133      2.0090443            100            100            100 
92           NO_ID    1.852776169    1.899148951    1.651281622    1.985389237    2.026285495    1.875930943    1.822538178            100            100            100 
93           NO_ID    1.853956113    1.699797687    1.849703081    1.984837715    1.990534278    1.987932236    1.982394965  0.01281873319 0.004553371623 0.003426659724 
94           NO_ID     1.85546546    1.864284187    1.789784614    1.886379586    1.750776969    1.872930931    1.761331605            100            100            100 
95           NO_ID    1.857748033    1.726529262    1.879058899    1.969032787    1.978161272    2.064601257     1.84262839            100            100            100 
96           NO_ID    1.859503269    1.772867212    1.610238859    1.960678003    1.904122533    1.789579091    1.719454235  0.01030176399 0.003249954838  0.00126926704 
97           NO_ID    1.859587268    1.717301956    1.628806328    2.026055356    1.972819557    2.041769844    1.993759767  0.01315698925 0.004862727732 0.003965287943 
98           NO_ID    1.860073693    1.911278274    1.940982427    1.897868245    1.886571033    1.966192121    1.890785272            100            100            100 
99           NO_ID    1.862310849      1.9664008    1.743143407    1.703013804    1.846196743    1.782317782      2.0623049            100            100            100 
100          NO_ID    1.866161291    1.675403719    1.730879122    1.770971146    1.833466061    2.094780573    1.953198037   0.0122024179 0.004343661711 0.003169833074 
101          NO_ID    1.866468088    1.755517601    1.912963516    2.067704412    2.079447422    2.062225418    1.763220288            100            100            100 
102          NO_ID     1.86791307    1.963893623    1.790867367    1.789028278      1.9468867    1.992145272    1.783191473            100            100            100 
103          NO_ID    1.869311357     1.60924874    1.861135622    1.885161082      1.7276144    2.092295242    2.011287968  0.01236957532 0.004247115516  0.00345255941 
104          NO_ID    1.871841072    1.807528492    1.656755297    1.752765323    1.832488298    1.710511549    2.042174717 0.008844504562 0.0006154033777 0.003670069202 
105          NO_ID    1.873914215    1.823831721    1.728482343    1.842924412     2.06225664    2.080226534    1.753935183  0.01118190251 0.006250038163 0.005215299976 
106          NO_ID    1.875134324    1.681284291    1.667960152    1.901760821    1.748497932     1.72918671    1.945531065  0.01187935446 0.0009336680433 0.004036794181 
107          NO_ID    1.878377394    1.668119916    1.649514415     1.72516574    1.800075347    1.944380762    1.916115702  0.01165967045 0.004354935781 0.002816077592 
108          NO_ID    1.878721375     1.66003811    1.845864122    1.791793177    1.873288057    1.897276879    2.076001447    0.012703719 0.004391411829 0.002981004735 
109          NO_ID    1.879951797    1.953695069    1.906476911    1.713253291    2.032655484    1.970887697    1.806120623            100            100            100 
110          NO_ID    1.884470208    1.602368155    1.773864778    1.851525037    1.866259385    2.052952027    2.020559868  0.01172991173 0.004175424046 0.002116241987 
111          NO_ID    1.891037902    1.974706465    1.978977758    1.929213921    1.771271864    1.838065036    1.942461203            100            100            100 
112          NO_ID    1.893372774    1.668557016    1.950124606    1.711474621    1.982965794    1.765753893    1.923960496            100            100            100 
113          NO_ID    1.893774326    1.770350734    1.783731513    1.917195213    1.837217702    2.037719419    2.052271908  0.01589305422 0.006246656152 0.004362946071 
114          NO_ID    1.899570114     1.84752432    1.986908474    1.867990222    2.080555517    2.006573127    2.008251402            100            100            100 
115          NO_ID    1.900375464    1.868191477    1.841331131    1.899146996    1.880179194     1.90628682    1.861145657  0.01704825268 0.007002023065 0.004967588592 
116          NO_ID    1.901236324     1.82392982    1.649261902    1.795515876    2.035035619    1.789510234    1.990218442  0.01260259279 0.002951887531 0.0005747847593 
117          NO_ID    1.901480033    1.621259183    1.895115768    1.849014879    1.823599673    2.006093292    1.894297269 0.009631026788 0.003840470305 0.001319980275 
118          NO_ID    1.901980002    1.616419287    1.739776739    2.023790364    1.921790801    1.737183557    1.763846973 0.009098282454 0.002025116735 0.006274200942 
119          NO_ID     1.90299534    1.846775521    1.638252725    1.984867844    1.949639728    1.780405281    2.044627917  0.00907464267 0.002929200491 0.0007664949787 
120          NO_ID    1.903090968    1.998381848    1.893659278    2.077005183    1.922213568    1.722141621    1.819929595            100            100            100 
121          NO_ID    1.903144934    1.956304102    1.986282418    1.894485539    1.863180102    1.916666701    2.064203539            100            100            100 
122          NO_ID    1.903443811    1.707460268    1.859759359    1.942548712     1.73047892    1.712263704     2.06472419  0.01121862704 0.002706512951 0.006888662131 
123          NO_ID    1.904127579    1.675979433    1.977097538    1.768105435    1.877427818    1.910812375    1.768343867            100            100            100 
124          NO_ID    1.907526914    1.651002119    1.973073734    2.091997123    1.753370274    1.846938512    1.843522159            100            100            100 
125          NO_ID    1.908502283    1.944084067    1.659961731    2.025050123      1.7613487    1.997406553    1.849751721            100            100            100 
126          NO_ID     1.90851732    1.862039544     1.75785937    1.724173983    1.810465909    1.924196464    1.935360934  0.01849274321 0.006859801837 0.004169438038 
127          NO_ID    1.915656664    1.848426365    1.666337094    1.911186951    1.952761221    1.928397123    2.005173139    0.015084907 0.006852949425 0.004180255951 
128          NO_ID    1.918101847    1.814408777    1.715629288    1.912485874    1.961087692    1.852028245    1.854385679  0.01341811276 0.004879867181 0.001434510715 
129          NO_ID     1.91867045    1.806913798    1.727354322    1.833257254    1.783448196    2.035911326    2.000111036  0.01489491647 0.005447217875 0.001963583006 
130          NO_ID    1.918889949    1.952475559    1.866208775    2.005940114    2.069112807    1.953718547     2.07727067            100            100            100 
131          NO_ID     1.91962966    1.699890539    1.664082027    1.866199562    2.071706554     1.77746709    1.814870783  0.01106363749 0.0002266288718 0.004450413334 
132          NO_ID    1.919935437    1.886886791    1.774805159     1.95829724    2.051410917    1.812654092    1.956926592  0.02031351411 0.004176459484 0.000146552198 
133          NO_ID    1.920656708    1.913446031    1.793871224    1.793109662    1.781988248    1.802941597    1.779326039  0.01363927789 0.004531248602 0.000370871319 
134          NO_ID    1.925578834    1.977710488    1.729091537    2.078355003    1.976859439    1.880373159     1.96374424            100            100            100 
135          NO_ID    1.925738945       1.822086    1.914753372    1.890156306    2.012896442    2.018265549    1.803190513  0.01306221858 0.005653503685 0.002230557268 
136          NO_ID    1.929154613    1.924465291    1.905958226    2.088741881    1.741767247    2.034764555    2.014797236  0.01708064264 0.007477070334 0.004338848337 
137          NO_ID    1.929531776    1.677970076    1.783605232    1.831091892    1.849940937    1.964298189    1.753474227  0.01079366121 0.003780315975 7.546926114e-05 
138          NO_ID    1.930894941    1.966234585    1.831566271    2.057918648    2.067313195    1.830913867    1.915730151            100            100            100 
139          NO_ID    1.933301494    1.978960416    1.964410787    1.792867331    2.067767531    1.976343659    1.932677826            100            100            100 
140          NO_ID    1.936302763    1.625419412    1.950456683    1.855227182    1.971653448    1.748887099    1.711153598            100            100            100 
141          NO_ID    1.937645987    1.938163388     1.96254554    2.029118726    2.017954515    1.701661808    1.810137623            100            100            100 
142          NO_ID    1.939678038    1.950508714    1.623134736    2.017843978    1.898492107     1.81022277    2.006315679            100            100            100 
143          NO_ID    1.940702954    1.779795944    1.939174375    2.059291097    1.947685418    1.915402808    2.023495189  0.01480163858 0.004815928871 0.0005197650286 
144          NO_ID    1.942210057    1.676093261    1.826906451     1.79586553    1.859089473    1.748671646    1.849896467 0.009827467045 0.001624951432 0.006333317765 
145          NO_ID    1.944037893    1.617945868    1.713818785    1.908696506    1.726456291    1.969269483    1.847917745  0.01415503038 0.003079995652 0.001464557596 
146          NO_ID    1.944618947    1.784761972    1.639032783    1.899450993    1.737498819    2.019899239    1.921625231  0.01269274933  0.00458845025 0.000365486154 
147          NO_ID     1.94561595    1.703288462    1.753211311    1.933670348    1.923123126    1.726342128    1.954253205  0.01148606391 0.002505364345 0.007219807368 
148          NO_ID    1.946788346    1.631955431    1.794866347    1.890949961    1.863202342     1.97562138    1.762333965  0.01013163755 0.002909384055 0.001416498671 
149          NO_ID    1.946878026    1.844477107    1.624592477    1.853264856    1.919857201    1.893790912    1.995954449  0.01458072805 0.005343857149 0.0009905438914 
150          NO_ID    1.947309142    1.604983101     1.68973536    1.799741056    1.900191919     1.70235224    1.954447852  0.01079761539 0.004098842732 0.008642450869 
151          NO_ID    1.948307771    1.987309211    1.901742808     2.01104545    1.820170895    1.969001392    1.918402076            100            100            100 
152          NO_ID    1.951077514    1.664010934    1.838429803    2.076136311    2.077776519    1.951143588    2.019865558  0.01287093134 0.003259785188 0.001284486616 
153          NO_ID    1.952266978    1.903995262    1.956980055    1.866750019    2.055730914    2.010418785    1.974605834            100            100            100 
154          NO_ID    1.952431914    1.795208817     1.91261688    1.854706796    1.874370707    1.789704753    1.821910577 0.003046221004 0.001316734861 0.003609024229 
155          NO_ID    1.953655473    1.682996212    1.821765196    1.754030937    2.051187689    1.763096327    1.953177933  0.01203211831 0.0004072887139 0.004878464647 
156          NO_ID     1.95521562    1.869896032     1.74498013    1.786110561    1.936130617    2.076546401    1.744029208   0.0113667027  0.00599742491 0.001789112349 
157          NO_ID    1.955237921    1.865339623     1.72344629    1.762764835    2.016341742    1.796520024    1.754761957  0.01137454399 0.003128412911 0.001544621325 
158          NO_ID    1.959565837    1.988807116    1.911932873    1.839810495    2.097013051    2.036189676     1.76388572            100            100            100 
159          NO_ID    1.963277689    1.720002143    1.878449667    2.057625535    1.738293935    1.802803559       1.838595  0.01043396969 0.001391187499 0.003242994377 
160          NO_ID    1.963977857    1.701448385    1.833714837    1.700238432    1.877404228    1.741924472     1.91252259  0.01005298368 0.001418432016 0.005873211997 
161          NO_ID    1.964229553    1.911003547    1.838914307    1.958111714    1.908724138    1.824714396     1.97085723  0.01503350699  0.00487032305 0.0002100259774 
162          NO_ID     1.96655431    1.911307165      1.9273027    2.073700469    1.958473959     2.00804522    1.843339194  0.01160905945 0.006493159899  0.00219884417 
163          NO_ID    1.971715277    1.765023763     1.69130709    1.991191354    1.988792134    1.705251189      1.7147467  0.01148383531 0.003005150591 0.007104668692 
164          NO_ID    1.972140723    1.930808542    1.900834087    1.900483378     2.02462855    2.072616922    1.982782145 0.006687388233  0.00655606277 0.002290085789 
165          NO_ID    1.972452954    1.768542217    1.909070373    2.086216377    1.945197897    1.705269109    1.946117468  0.01076985364 0.002917611866 0.006873497606 
166          NO_ID    1.977175054    1.737558867    1.823660719    1.927407453    1.932731438    2.045496074    1.930977004 0.005057805046  0.00306511228 3.565669275e-05 
167          NO_ID    1.977417035    1.752633212    1.872564887    1.745330105    1.816526835    1.763432254    1.834358383 0.008342156584 0.000260051218 0.003392785959 
168          NO_ID    1.980244658    1.608205936    1.624256804    2.024075225    1.928725894    1.985896324    1.950867652 0.008396663345 0.002932351001 0.0006620790496 
169          NO_ID    1.980924251    1.924959806    1.953756252    1.989409394     1.77060267    2.087870299    2.051484561  0.01333989797 0.006787857822 0.002873711064 
170          NO_ID    1.982575538    1.992252667    1.934569488    1.761296913    1.752290777    1.880433609     1.85309009            100            100            100 
171          NO_ID    1.982961859    1.915171511    1.943274598    1.925852099    1.912925377    2.085153325    1.795928483  0.01468795816 0.006641334896 0.003005572094 
172          NO_ID    1.989824511     1.65516452    1.710825993     1.74932778    1.928031732    1.821064853    2.010005783  0.01214975143 0.001816262247  0.00116690672 
173          NO_ID    1.992116723    1.908151756    1.694057438    2.057243185    2.067687583     1.84162816    2.004945185  0.01384998593 0.005367303932 0.002098690031 
174          NO_ID    1.994279551    1.711105799    1.640248333    1.894702566    1.958337155    2.079046782    1.759906163   0.0119752034 0.004031828548 0.001050473765 
175          NO_ID    1.996903452    1.626266079    1.929931883    1.805420772    1.988305623    1.787791252    1.829594755 0.009990920982 0.0003689595358 0.002532487746 
176          NO_ID    1.998491202    1.768271947    1.863293649    1.997350302    1.895838803    2.066898769    1.743659991  0.01585165867 0.004897772686 0.001685803244 
177          NO_ID    1.999354981    1.837186314    1.661718999    2.074992447    1.956584443     1.71879868    1.980161688  0.01010972566 0.0005431079027 0.003436581026 
178          NO_ID    2.000423015    1.747231356    1.938798449    1.965203597    2.059764692    1.935361996    1.755723124  0.01144886187 0.004204037497 0.001221288799 
179          NO_ID    2.001560116    1.671970861    1.680692957    2.022382335    1.802490977    2.030910629    1.959142653 0.005116921676 0.003632124141 0.001386666948 
180          NO_ID    2.002274882     1.97916189    1.777087874    2.067203781     1.76327528    1.948458635    1.940634963  0.01616251017 0.007860030947 0.005123205999 
181          NO_ID    2.004809856    1.658062342    1.863901452    1.882226891    1.910695554    1.836466338    1.927556996  0.01141864839 0.002486133952 0.000361222295 
182          NO_ID    2.006386831    1.975380094    1.769198436    1.842689593    1.700799506    1.819655118    1.997916775   0.0121832156 0.005628394308 0.002994690047 
183          NO_ID    2.009247705    1.768933362    1.653882686    1.952954981    2.099536056    1.952567075    1.976730368  0.01450743702 0.004918132095 0.002750925991 
184          NO_ID    2.010305761    1.773459937    1.689575987    1.980017778    1.716918473    1.987860104    1.769359454  0.01032431455 0.004812626833 0.002780903341 
185          NO_ID    2.013014706    1.982866501    1.989392579    1.964301986    1.814750614    1.986159742    1.958776832  0.01626323359 0.007715926148 0.006199860406 
186          NO_ID    2.013071801    1.713249947    1.951412757     1.98420827    2.079488112    1.801872072    1.775280176  0.01028544552 0.001532419588 8.449475883e-05 
187          NO_ID    2.014483041    1.651735652     1.95343873    1.807855815    1.820292669    2.003563335    1.819330436  0.01093108314 0.003990697238 0.002856361854 
188          NO_ID    2.014586804    1.876534399    1.808557004    1.866853782     1.88052966    1.865537059    2.033603801  0.01726958319 0.005863819707 0.004266935799 
189          NO_ID     2.01505563    1.939833234    1.670412022    1.814625743    1.887357553    1.757320496    1.982615965  0.01487699845 0.002847893336 0.001012676237 
190          NO_ID    2.015938099    1.769263789    1.798033589    2.081184903    1.965144994     1.73586213     1.85342554    0.009125564 0.0008110086008 0.002264481138 
191          NO_ID    2.018924419    1.846234036    1.698430416    1.955926417    1.942109975    1.727768582    1.785045137  0.01506492406 1.035697521e-05 0.001513117179 
192          NO_ID    2.019517207    1.977865941    1.780415432    2.016287905    1.814588223     2.01240225    2.009252685 0.004837014464 0.007333952568 0.005190238167 
193          NO_ID    2.021115207    1.882993077    1.701277905    2.094163195    1.969924575    1.936479125    1.970302151  0.02114207024 0.007205459316 0.005280457783 
194          NO_ID    2.021265152    1.784509003      1.8063018    1.824260492    1.731284524    1.944554525    1.709128335 0.008956403764 0.005135329993 0.003863993878 
195          NO_ID    2.026484687    1.989011101    1.968143629    1.711288068    2.069778103    1.717577724    1.875771348 0.006360114619 0.0008500216068 0.0002350704273 
196          NO_ID    2.027186145    1.708210706    1.925443507    2.000203907    1.781085593    1.749315014    1.917229482  0.01073192166 1.719465564e-05 0.0007411207763 
197          NO_ID    2.027222389    1.799898592    1.961915379    1.990635923    1.855476117    1.879465235    2.070860732  0.01433485471 0.004853943344 0.004675461492 
198          NO_ID    2.028338899    1.689784713    1.753459196    1.894893209    1.701091878    1.780761896    1.868593678 0.009217867523 0.001208466326 0.0003912761913 
199          NO_ID    2.028342655    1.993820008    1.671782835    1.782298768    1.793617695    2.021485916    2.067136482 0.006144067824 0.007895856689 0.006905263233 
200          NO_ID    2.037001998    1.995875939    1.929338165    1.929118721    2.004027695    1.723395603    1.886361905 0.004621838953 0.001692899885 0.001113835827 
201          NO_ID    2.037145156    1.998580053    1.723763362    2.085471844    1.877887703     2.09582119    1.778396059  0.01339157365 0.008289702031 0.008871088447 
202          NO_ID    2.040855749    1.963830741    1.839569926     1.94021073    1.901017055    2.001288925    1.915203176  0.01570883177 0.008141562811 0.008525796549 
203          NO_ID    2.042000573     1.86637327    1.931920505    1.914141296    1.897181812    1.932754592    1.714624673  0.01185123816 0.006527440901 0.006948946583 
204          NO_ID     2.04289024    1.897753866    1.641878727    1.970076385    1.705964572    2.067322234    1.870280291  0.01248574719 0.007185598685 0.007987242809 
205          NO_ID     2.04310382    1.844160061    1.780473632    2.058084466    1.897902895    1.795235097    1.924142625  0.01254082738 0.003645582733 0.003500870733 
206          NO_ID    2.044007813    1.930319912    1.786798338    1.748987894    1.998285234    1.810589338    2.029102299  0.01224953499 0.005332341055 0.004826659878 
207          NO_ID    2.044161615    1.731246911    1.680755033    1.971384004    2.031145503    1.742670412    1.862019927  0.01055374974 0.0001531770223 0.0006238036221 
208          NO_ID    2.045734913     1.62447127    1.834361652    2.003601059     1.97358271    1.726227936     2.06631092  0.01050960376 0.001804193785  0.00233390901 
209          NO_ID    2.046569903    1.871816015    1.613385062    2.048671221     1.92786356     1.87005723    1.972037691  0.01498371115 0.006364302559 0.006496872014 
210          NO_ID    2.047515777    1.729582467    1.683866346    1.841290104    1.999933201    1.967597859    2.058485317  0.01429647805 0.005114269769 0.005747332763 
211          NO_ID    2.047534846     1.70234049    1.610977525    1.745282391    1.823278353    2.038383815    1.930295207  0.01572153732 0.004859871859  0.00553440669 
212          NO_ID    2.048174896    1.940565776    1.851464962    1.974659583    2.029576877     1.91960859    1.985947651  0.01420165556 0.007680491853 0.008264939818 
