%eval_id interface    DAKOTA_RC_1    DAKOTA_RC_2    DAKOTA_RC_3    DAKOTA_RC_4    DAKOTA_RC_5    DAKOTA_RC_6    DAKOTA_RC_7    DAKOTA_RC_8    DAKOTA_RC_9    DAKOTA_EP_1       obj_fn_1       obj_fn_2       obj_fn_3 
39           NO_ID    2.074470527    1.882597378    1.294733335    2.098533727    1.803243913     2.14771276    1.949330088    2.142695068    2.027635958     6.10220494            100            100            100 
40           NO_ID    2.074560606    1.691295745    1.565526488    1.891583905    1.743299586    1.907615991    1.983202378    2.057912646    2.146768023    8.605876597            100            100            100 
41           NO_ID    2.077004252    1.767220436    1.188032391    1.950553132    2.155773459    2.108638874    1.966021064    2.093795647      2.2745537     6.44905856   0.5316408728   0.3127610111   0.3209832818 
42           NO_ID     2.07789254    1.945440526    1.417999059    2.001013186    1.839627352    2.173168349    1.973418611    2.078866763     2.08970938    5.816623631  0.01842769313    0.324716643   0.3345393196 
43           NO_ID    2.077930847    1.601319162   0.8793751523    1.723131721    2.128675932    2.055372642    1.914593434    2.314292516    2.086929055    1.341684865  0.09027223353  0.01024061987  0.01010585099 
44           NO_ID    2.078416722    1.877358438    1.542456768    2.006806262    1.918711786    1.895591122    1.983813933    2.180780082     2.15528209    11.33100395            100            100            100 
45           NO_ID    2.078583895    1.843669966    1.437775264    2.074702525     2.10472611    2.175245524    1.854702349    2.134189936    2.088664633  0.08885951158  0.01440048922 0.001360509577 0.001024504268 
46           NO_ID     2.07904693     1.83538965   0.8637009856     2.17381729    1.673146948    1.977528087    1.906461839     2.04162987    2.314528591    10.03833832            100            100            100 
47           NO_ID    2.083545845    1.786746788     1.27576891     1.73922116    1.684536838    1.992936348    1.898852931    2.113419108    2.293557286    3.970200315  0.04313625884  0.00129285311 0.0008253452056 
48           NO_ID    2.083851259    1.740036495    1.297899319    2.086608441    1.968468534    2.151914419    1.840826548    2.340546587     2.07967175     5.64893574  0.01125821832 0.001312738904 0.0009841318676 
49           NO_ID    2.084112373    1.727134529   0.9506529745    1.767789287    1.926885483    1.896944577     1.85605097    2.251703892    2.018624786    10.56308776            100            100            100 
50           NO_ID    2.084419929    1.974224216    1.180849587    1.902040443     1.98804525    2.193354117     1.98188952    2.098987465    2.038836315    6.567600676  0.02134680319   0.3268714125   0.3366875634 
51           NO_ID    2.093249236    1.920163311     1.40699586    1.920062473    1.818516391    2.030378819    1.996432619    2.137000504    2.121687599    11.18754188  0.01284006373 0.001827284082 0.001467905569 
52           NO_ID    2.097283349    1.978425027    1.252971908    1.687199957    1.818963928     1.81341184    1.938840047    2.306880994    2.164116767    5.886430467            100            100            100 
53           NO_ID    2.098224293    1.701462343    1.186984559    1.674370917    2.025454204     1.91109609    1.862046368    2.306281011    2.000681328    4.017985031            100            100            100 
54           NO_ID    2.099780508    1.664425769    1.237619296    1.693160839    1.798774727    1.848182609    1.811001222    2.087733446    2.238793811    4.286264025            100            100            100 
55           NO_ID    2.101854331    1.760958057    1.172155105    2.161325556    1.811565255    2.100411109    1.811934351     2.09104209    2.392252062    5.366325653  0.01253176859  0.09464097147  0.09898415434 
56           NO_ID    2.103024233    1.910636428    1.048653927     2.18956554     1.90012287    2.007147196    1.809279548    2.037240159    2.188627606    5.603086958  0.01418777038 0.001360156925 0.0006419243237 
57           NO_ID    2.104306537      1.7762083    1.199921669    1.999900664    1.796289933    2.062953282    1.880705416    2.133694219    2.347948175     4.31864002  0.01496740614 0.001278385915 0.0009427251903 
58           NO_ID     2.10662235    1.733741717    1.315770581    1.979347846     1.75051914    2.166304359    1.803599563    2.079923198    2.304746655    7.581838073            100            100            100 
59           NO_ID    2.108056825    1.789858477    1.147840307    2.172093456    1.869109222    2.005246499    1.834701299    2.326564613    2.078260796    9.821622646   0.2130020486  0.00149637155 0.001140420771 
60           NO_ID    2.109236469    1.923718695   0.8743047975    1.648408544     1.70150461     2.15425392    1.802732118    2.348648751    2.385061018     1.95900572  0.01405965229  0.01083019343  0.01055776519 
61           NO_ID    2.109610389     1.94244278    1.046236165    2.104144515    1.600864126    2.069094035    1.974754092    2.278256179    2.175975028    3.408748522            100            100            100 
62           NO_ID    2.111229247    1.704783047    1.058332543    1.623627782    1.983332153    1.828709866     1.88383486    2.043194068    2.106501487    9.833815264            100            100            100 
63           NO_ID    2.112460213    1.617226448   0.8115853697    1.694294878    2.104207523    2.099828374    1.825978678    2.223075509     2.17893383     2.67905827  0.01498828778   0.1172233146   0.1083119408 
64           NO_ID    2.113630979    1.774411978    1.186737408    1.737535029      2.1161135    1.825011979    1.949015605    2.061558762    2.029062283     4.87680414            100            100            100 
65           NO_ID    2.113668454    1.600942532   0.8220542975     1.70063792    2.030568235    1.951296303     1.89404792    2.244265453    2.289236049    4.382481869            100            100            100 
66           NO_ID    2.115685596    1.856713101    1.524653436    1.702136073    1.944059441    2.159895219    1.977608481    2.190611203    2.120873022    10.01981892   0.4646293421   0.2907504993   0.2956189398 
67           NO_ID    2.118506244    1.703059645    1.311219981    1.766691388    1.776303002    2.133967805    1.998219176    2.387926789    2.207325676    4.027188003   0.5569440051   0.3322337244   0.3428379237 
68           NO_ID    2.121477866    1.610887552    1.178899167    1.921466563     1.69625323    1.879495098    1.959557598     2.11654103    2.247050233   0.4314741736            100            100            100 
69           NO_ID    2.123813513    1.705351861    1.501267436    2.078972937    2.075039649    2.189291703    1.812396286    2.349397295    2.143366876    7.783446073  0.01104405081  0.00128055251 0.000958637146 
70           NO_ID    2.123923074    1.874863715    1.079464711    2.151161735    2.061134208    1.986643564    1.841488462    2.090368544    2.118259577    6.273985586  0.01090196153 0.001667437523 0.001118820292 
71           NO_ID    2.124447375     1.93222677    1.359269179    1.898596581    2.093372986    1.934501822     1.87169708    2.268690026    2.245159431    4.340791669            100            100            100 
72           NO_ID    2.125275667    1.931622769    1.452617715    1.762058366    1.789018059    1.821841915    1.907827451    2.092416794    2.079754561    10.87268773            100            100            100 
73           NO_ID    2.129921021    1.694127038    0.923681964    1.791877157    1.617550004    2.199412339    1.919309485    2.211695772     2.03967778    2.312406986            100            100            100 
74           NO_ID    2.130138489    1.837089895    1.094503198    1.768274354    2.141057635    2.188989599     1.82238252    2.291128562    2.268737993    3.792327758   0.0178012317 0.001577274654 0.001226653103 
75           NO_ID    2.130730874    1.761473579   0.9541253724    1.838191209    1.969833674     1.83823116     1.88955255      2.0934262    2.122828584    11.86353333            100            100            100 
76           NO_ID    2.131899734    1.943522183    1.241091314     2.08808802    2.189654191    1.904181793    1.818244052     2.11719553    2.010462804    1.115082924            100            100            100 
77           NO_ID    2.133048438    1.925280153   0.8561265301    1.727623305    2.141752711    1.820310961    1.923435209    2.084597424     2.21634601    0.143942792            100            100            100 
78           NO_ID    2.135842007    1.600885221    1.124587811    2.131977483    1.694488671     2.09481039    1.801417132    2.084994892    2.382543835    7.248842254 0.008979177107 0.005767268872 0.001953674546 
79           NO_ID    2.137367137    1.990579951   0.8821675271    2.098992308     1.66821757    2.155818015    1.921276438    2.092722236     2.20385859    7.866490344            100            100            100 
80           NO_ID    2.138873932    1.641928443     1.34776476    2.179855145    1.894710512    2.075318134    1.825030696    2.267295851    2.304838754    10.75846494 0.009654983781  0.09130793149  0.08207255428 
81           NO_ID    2.138896316    1.952207375    1.575934067    1.791141021    1.771826953    1.835574583    1.804837259    2.043665569    2.068939803    4.583591253            100            100            100 
82           NO_ID    2.139809924    1.670980131    1.407044165    1.673214179    2.107483382    1.863273651    1.810988901    2.285159476    2.142140414    3.350615447            100            100            100 
83           NO_ID    2.140466046    1.862595708    1.107685639    2.117201241    1.845416603    1.949970119    1.921019174    2.312043962    2.347514249    4.758745039  0.01253943719   0.0895328206  0.09943116096 
84           NO_ID    2.143136687    1.946534858    1.593958855    1.670122191    1.612036523    1.812972728    1.915011613    2.091228247    2.064947073    2.671134589            100            100            100 
85           NO_ID    2.143325408    1.694303908    1.135699496    1.818340012    1.729772344     2.05629544    1.979900539    2.207079245    2.218620812     4.55462629  0.01034914977   0.3457659743   0.3560233553 
86           NO_ID    2.147443772    1.835230404   0.8398670495    1.879333915    1.694305345    2.180585717    1.890860505     2.36844742    2.229023647    3.654925555  0.01222584109   0.1436360897   0.1347465272 
87           NO_ID    2.150440892    1.859895158   0.9925253634    1.890555759    1.945194009     1.81428403    1.820640351    2.251538583     2.21649828    3.372428495            100            100            100 
88           NO_ID     2.15450426    1.915507381   0.8072833236    1.998352783    1.666529163    2.155327601    1.893192507    2.083066755    2.381872755    5.774732594  0.01652760925   0.1165409534   0.1075638402 
89           NO_ID    2.154817257    1.987415022    1.287036165    1.648838636    1.670366813    1.915535768    1.891472869    2.331616013    2.126155929    7.738036739            100            100            100 
90           NO_ID    2.154975477    1.783649469    1.281108737    1.758413792    1.754447139    1.957247468    1.847450449    2.127757331    2.106644763    7.148033211            100            100            100 
91           NO_ID    2.157651019    1.826280039    1.592380225    1.827464734    1.991725125    2.103224541    1.909601424    2.246455553    2.028425141    4.553475991   0.0129524753 0.001431489845 0.001121127525 
92           NO_ID    2.158734853    1.624763494    1.229426468    2.010222963    1.986086369    1.989415062      1.9611254    2.152996077    2.041520725     4.71471032 0.006217217584 0.001351703826 0.0008912688567 
93           NO_ID    2.162800762    1.609153309    1.287539184    1.981457826    1.934581675    1.853235555    1.970534916    2.062475179    2.234172496    7.037379862            100            100            100 
94           NO_ID    2.164370419    1.640203023    1.345396854    1.892226229    2.107501629    1.980593059    1.971399943     2.17043362    2.084926042    2.361272303 0.009699687668  0.03597009818  0.04417116861 
95           NO_ID    2.165253016    1.924436425    1.461492347    1.877779811    1.765988552    2.193616404    1.882886129    2.292380046    2.362063823    11.84387715   0.0140175461 0.0002003784739 0.0005103441351 
96           NO_ID    2.168187316    1.907282008   0.8300319553    1.725079074    1.801451338    1.938468329    1.958132625    2.254001334    2.261566914    2.797737045            100            100            100 
97           NO_ID    2.169697243    1.670620475   0.8596959282    1.910274463    1.754339255    1.897517704    1.880551781    2.108357072    2.046166455    4.384937382            100            100            100 
98           NO_ID    2.170425919    1.633243583    1.355483667     1.68924428    2.008026528    1.950386648    1.942352402    2.010620161    2.074988819    9.989667886            100            100            100 
99           NO_ID    2.170854869    1.747129402    1.138801736    2.108056926    2.039034116    2.055915764    1.897500028    2.252490489    2.062995009   0.4086260499 0.008899624043 0.001728330244 0.001455429339 
100          NO_ID    2.171363835    1.997140598    1.277357997    1.614752384    2.192890239    1.825519588    1.985735489    2.206744883    2.288966453    10.46952243            100            100            100 
101          NO_ID    2.171938635    1.624518501    1.451690543    2.148932245    1.987330884    2.096360911    1.937296852    2.190262718    2.390156558    4.474422122  0.08760674719   0.0431445389   0.0324095735 
102          NO_ID    2.172579809    1.976348004   0.8592317082    1.635829281    1.802380355    1.870060717    1.869673831    2.233596212     2.00837424    10.51233866            100            100            100 
103          NO_ID    2.173657263    1.730017714    1.372402148    1.633910383    1.681635012    1.931846763    1.987260671    2.136076437    2.072393351    1.625792743            100            100            100 
104          NO_ID    2.174775301      1.7344676   0.9663348836    2.037144821    1.905851464    2.180201727    1.874563982     2.17374546    2.301104713    2.936044102  0.01027152796 0.002948813948 0.002539133142 
105          NO_ID    2.175334912    1.785085381    1.142927617    1.741333816    1.752330597    1.907947881    1.834734034    2.210958429    2.242137817    4.743981032            100            100            100 
106          NO_ID    2.177245715    1.827412758   0.8285475306    1.676692142    1.920974281     2.01074744    1.963223114    2.264044246    2.078043291    6.938549473   0.2197795999   0.1313873952   0.1227104371 
107          NO_ID    2.178814361    1.666877284    1.489725238    1.687549768      1.6437213    1.850419465    1.891218224    2.040122582    2.361384006    3.183878081            100            100            100 
108          NO_ID    2.181377844    1.630092835    1.538416879    1.941940869    2.004569141    2.143086148    1.927895188    2.056969122    2.301145662    11.59877219  0.05035104339 0.003184081425 0.002804779932 
109          NO_ID    2.184887241    1.763633473   0.8337550756    2.080781263    1.658036599    2.168025259    1.992534884    2.048250481    2.062567141    9.549261543            100            100            100 
110          NO_ID    2.185721066    1.774871641   0.9285471384    1.965605383     1.74989299     2.06320062    1.950490101    2.012168651    2.165376597    6.961338337            100            100            100 
111          NO_ID    2.187623518     1.64434294    1.586879906    2.103774144    2.144399285    1.846598403      1.9094698    2.253549249    2.176897332     5.28843926            100            100            100 
112          NO_ID    2.187823948    1.768957982    1.219273535    1.737019046    1.926651153    1.947959022    1.877309841    2.239745237    2.033118498    8.902802874            100            100            100 
113          NO_ID    2.188630549    1.909503701    1.075734967    1.864896373    1.655396571    2.052418785    1.906086083    2.046605566    2.296084355    8.433359053  0.01107880644  0.00302876022 0.002515915125 
114          NO_ID    2.188978127    1.724763966    1.087850344    1.614285675    1.675233969    1.937027966    1.856852788    2.086644082    2.254223496     3.72505139            100            100            100 
115          NO_ID    2.189369875    1.932701469    1.184018615    1.978197405    2.040574211    1.966770341    1.992878835    2.260864686    2.257062164    7.050393365  0.01254115063 0.0007760610924 0.0003900171283 
116          NO_ID    2.190862361    1.964093517    1.457412734    1.979055015    1.738017432     2.14040637    1.926057841    2.330630592    2.152102141    8.753803872  0.01441631828 2.511868239e-05 0.0003262700255 
117          NO_ID    2.194389273      1.6770353   0.9856663515    1.679921901    2.035068271    1.904804153    1.826186105    2.167555136    2.095267277     3.41738704            100            100            100 
118          NO_ID    2.196094638    1.992039036   0.9160317127    2.087585529    1.898390576    1.857243281    1.956119996    2.302175977    2.331064409    2.690570406            100            100            100 
119          NO_ID    2.197414174    1.940313912    1.302612756    1.837858349    1.660667294    1.915461475    1.849337987    2.338313524    2.211063626    11.01700754            100            100            100 
120          NO_ID    2.198139941    1.960037734    1.503321718    1.941981858    1.850331064    1.854553696    1.962752805    2.327990938    2.162910768    11.15016195            100            100            100 
121          NO_ID    2.198268875     1.76459443    1.152484118    2.133882531    1.612844981    2.060207563    1.939253683    2.262893883    2.118320102    11.75782538   0.2194632041  0.03534658365  0.02566078758 
122          NO_ID    2.198531494    1.912765067    1.430397466    1.940528326    1.785178528      2.0328792    1.859850221    2.123098585    2.176992653    2.865473071  0.01046190992 0.001567558764 0.001192888352 
123          NO_ID    2.199167034    1.703107182    1.336880076    1.891407459    1.884515114    1.985614833    1.863855332    2.056839362    2.045589514      6.9474992 0.006558498925 0.001263171182 0.0008182120433 
124          NO_ID    2.199194422    1.721376271    1.515682824    1.696606736    2.150985327    1.870790991    1.921472123    2.163881486    2.296424006    3.206971107            100            100            100 
125          NO_ID    2.199391941    1.725926355    1.236860205    1.930848759    1.710351332    2.150435426    1.909083086    2.265019995    2.298969853   0.2354351544            100            100            100 
126          NO_ID    2.199628383    1.732834861    1.309596212     1.68219346    1.872623805    1.868602233    1.863865166    2.378622568    2.037026041    1.212307809            100            100            100 
127          NO_ID    2.200617541      1.9334538    1.595994167    2.076359447    2.106357035    1.910700866    1.899997884    2.040265441    2.238461262    1.391510597            100            100            100 
128          NO_ID    2.200829796    1.920550312    1.328998296    1.718049713    2.135580022    1.971630701    1.878325867     2.20070358    2.097321349      8.1553146            100            100            100 
129          NO_ID    2.206759128    1.615657576    1.208932942    1.610079943    2.023387028    2.135326426    1.934836622     2.04366885    2.069020645    6.528642562  0.05973419101 0.001087484829 0.000762503449 
130          NO_ID    2.208614431    1.902209945    1.409045215    1.826157582    2.049315392    1.951917866     1.89381965    2.077791621    2.160124122    3.964225326            100            100            100 
131          NO_ID    2.209858497    1.723498626    1.071863038    2.115381685    1.657635135    1.859225687    1.844555397     2.29253972    2.329341123    5.017161919            100            100            100 
132          NO_ID    2.212008302    1.733995339     1.52643146    2.127610987    1.752154743    2.070638535    1.869192111    2.184413419    2.361007079    7.699313955 0.009350824448  0.06366854695  0.05394324617 
133          NO_ID    2.213871133    1.722357309     1.59020921    1.729854341    2.075762192    2.133439024     1.93358131    2.259974682    2.103872644    10.56265985   0.0348483714 0.001150985725 0.001413460679 
134          NO_ID    2.213920413    1.708667764   0.8928514336    2.124575886    1.944993724    2.189514372    1.933631653    2.019926101    2.060333359    4.902957656   0.4789112017  0.08298840522   0.0917348432 
135          NO_ID    2.216002534    1.758332347    1.520425747     1.91828897    2.064963254    2.021362957    1.857708594     2.12917835    2.067818509    4.315269852 0.009382771554 0.001411859566 0.001023859415 
136          NO_ID    2.216439941    1.686468589    1.587984273    1.652305066    2.060551643    1.867559691    1.992652735      2.1252006    2.332579686    8.528259659            100            100            100 
137          NO_ID    2.219606759    1.859705064    1.486290478     2.03440124    1.888670961    1.987576822    1.977259883    2.368172835    2.208680266    7.306513369            100            100            100 
138          NO_ID    2.221089827    1.735559882    1.124394019    1.609750726    1.678280232    2.158142277    1.957149643    2.148442312    2.007311202    10.88163848   0.1093697012 0.0003859451922 0.0001432729438 
139          NO_ID    2.222659744    1.877237714    1.505322507    1.870751734    2.112463306    2.119984805    1.925646074    2.184586451    2.083866291    4.431484588  0.01456288227 0.001319990451 0.001027468916 
140          NO_ID    2.223964417    1.697886921    0.894850557    1.608692041    1.922002223    1.957610793    1.920843976    2.169977862    2.368798329    7.364758393            100            100            100 
141          NO_ID     2.22597496    1.678683553     1.34706995    1.744507067     1.68109447    2.038528486    1.850501011    2.167910737    2.119787246       10.79002 0.006552773797 0.0005928803481 0.0002632951507 
142          NO_ID     2.22787036    1.604271245    1.486535245    2.016009873    1.802296388    2.172026476     1.83857024    2.074251537    2.191105254    9.847567716            100            100            100 
143          NO_ID    2.228271557    1.886677587    1.276942177    2.197179342    1.880260885    2.161636055    1.905742362    2.263446864    2.377513104    11.81617972   0.2946225806 0.003185513388 0.003446085304 
144          NO_ID       2.229842    1.937318134   0.8423477967    2.121461801    1.798007985    2.197600332     1.89572622    2.348534427    2.189681667    3.830414187  0.01390277795     0.31106148   0.2802962666 
145          NO_ID    2.230453932    1.709610475    1.040251493    1.938271424    2.090321333    1.979490256    1.995661455     2.29130878    2.380052824    8.471987389  0.00852842857 3.017195887e-05 0.0008302456296 
146          NO_ID    2.232981417    1.809781563    1.378140536    1.958161154    2.008967222    2.025208617    1.869301238    2.324602172    2.048284126    9.526089196 0.009087352334 0.0007386126016 0.001074582084 
147          NO_ID    2.234601732    1.965880556   0.9254397143    2.076653761    1.985965655    2.066620833     1.94898545      2.0064384    2.040366293    5.972268398   0.2517867579 0.002161102302 0.003497385489 
148          NO_ID    2.239234937     1.64284934     1.19432325    2.143529529    2.168418526    1.997737709    1.915723527    2.328453868    2.075993888   0.2226624639            100            100            100 
149          NO_ID    2.239277575    1.722458096    1.310334514    1.673371514     1.92070619    1.872934692    1.898436682    2.368423808    2.312679929     6.89975588            100            100            100 
150          NO_ID    2.239722511    1.696516296    1.510706694    1.850159586    1.832783318    1.849345417    1.812296103    2.014116489    2.261394429    10.22671851            100            100            100 
151          NO_ID    2.240444586     1.89318249    1.433942814    1.625381839    2.055454358    1.833189471    1.967664115    2.313648574    2.120046458     4.56952001            100            100            100 
152          NO_ID    2.242040303    1.718352263    1.039657329    1.606355968     1.78727912    1.972015485    1.981189794    2.039152032    2.320457798    11.09072374            100            100            100 
153          NO_ID    2.242245243    1.837092181   0.8185365241    2.004416657    2.132577839    1.904891756    1.828530608    2.100620938    2.334634148     2.58627824            100            100            100 
154          NO_ID    2.243246253     1.61384747    1.163660555    1.775171841    1.765278271    2.035893258    1.977654857    2.211187536    2.003803995    2.252908795   0.2456360539 0.002204330727 0.001897126386 
155          NO_ID    2.243388854    1.870267785    1.033880732    2.026708926    1.904393984    1.962418746    1.920145316    2.045482198    2.255140982    1.324476639            100            100            100 
156          NO_ID    2.244818091    1.944185927   0.8863757074    1.972689629    1.914631672    1.887540629    1.901893677    2.396139463    2.170607384    5.569803265            100            100            100 
157          NO_ID    2.245074822    1.739653198    1.585242698    1.621713535    1.717536722     2.08531076    1.935195727    2.273357871    2.137801248    10.00159391  0.05577595562 0.001372390187 0.001652613186 
158          NO_ID    2.246882428    1.771562607    1.336429938    2.164073049    1.880971693    1.923769737    1.802379282    2.354984182    2.166963805    3.337801546   0.3019156702  0.08309224129   0.0899772002 
159          NO_ID    2.248401341    1.900700475    1.190588803    1.682347644    2.072101377    2.109891337    1.823621928    2.248040575    2.019663469    6.905885616  0.01206490828 0.0006453030763 0.0003841087679 
160          NO_ID    2.250633949    1.934121523    1.113395672    1.904942805    1.771934018     1.89834004    1.861640004    2.365914826    2.282926491    6.214388958            100            100            100 
161          NO_ID    2.251128365    1.826465338    1.191003556    1.917011858    1.657986978    1.905477281    1.816352097    2.154075173    2.234655631    3.015681117            100            100            100 
162          NO_ID    2.253116693    1.935578735    1.171357858    1.610439269    2.020569343    2.149289997    1.878464816    2.122417909     2.26133396    3.133316412  0.01314555484 0.001566553599 0.001246467675 
163          NO_ID    2.255911601    1.662731555    1.212037969    2.000408125    1.794735253    1.893064474    1.809117527    2.317919341    2.337329927    9.224133067            100            100            100 
164          NO_ID    2.258079458    1.712363504     1.48684127    1.908255201    1.814413133    1.810710435    1.807935673    2.068436905    2.033931166    1.324156557            100            100            100 
165          NO_ID    2.259415077    1.977779094   0.8775576759    1.941459739    2.140978289    2.195498401    1.952788595     2.24843793    2.340109841    11.73594201  0.07727718715 0.005369525307 0.004557251546 
166          NO_ID    2.261661295    1.637704361    1.029494245    1.948941129    2.162052742    1.848768825    1.947802582    2.252105664     2.23490621    8.676405054            100            100            100 
