%eval_id interface    DAKOTA_RC_1    DAKOTA_RC_2    DAKOTA_RC_3    DAKOTA_RC_4    DAKOTA_RC_5    DAKOTA_RC_6    DAKOTA_RC_7    DAKOTA_EP_1       obj_fn_1       obj_fn_2       obj_fn_3 
124          NO_ID    1.584245593    1.548428453    1.407852764    1.148796108    1.048947355    1.666941084    1.512881037    7.858870562 0.001730983355 0.007634759197  0.00562184278 
125          NO_ID    1.586184658    1.636650359    1.449261046    1.425649565    1.301142138    1.511150844    1.623551062    8.724188345            100            100            100 
126          NO_ID    1.587282684    1.666136317     1.68880909    1.459677967    1.340504966    1.700378852    1.632476375    9.590634701            100            100            100 
127          NO_ID    1.587607121    1.396259951    1.402737325    1.144626521    1.194083376    1.562736716    1.709709178    1.692943343 0.001563597006 0.006846943499 0.005142916288 
128          NO_ID    1.587706447    1.381371059    1.467644455    1.489886616    1.067008582    1.786276065    1.784380668    10.10235887 0.003408614147 0.001458453911 0.001691361099 
129          NO_ID    1.589404289     1.51765617     1.53427059    1.324262122    1.225165024    1.502423991     1.56767274     2.70550247 0.001464613733 7.724322515e-05  0.00148190955 
130          NO_ID    1.590673014    1.548588714    1.322466839    1.258434241    1.294034257    1.717963904     1.43377085    10.42187458 0.004380448177 0.001583192045 2.664688047e-05 
131          NO_ID    1.590792948    1.354883837    1.607997398    1.387430778    1.294863832    1.597486788    1.641126461    4.571574498            100            100            100 
132          NO_ID    1.591934298    1.675140261    1.527203986    1.493577438    1.209418766     1.63194676    1.453741192    6.430706366            100            100            100 
133          NO_ID    1.592313884    1.610902624    1.687826725    1.141928348    1.317210206    1.568799035    1.439412361    11.11346234            100            100            100 
134          NO_ID    1.592734399    1.320803069     1.37365189    1.267991769    1.120797288    1.581007229    1.689489391    10.61087049 0.002171533895 0.0005760929324 0.000855174529 
135          NO_ID    1.593004232    1.555352105     1.66875356    1.305502186    1.025711771    1.536977184    1.723937726    9.594509515            100            100            100 
136          NO_ID    1.593009827    1.564343991    1.372324023    1.208944887    1.035206808    1.479079863    1.541021504    5.839740512 0.001539145411 0.002859839119 0.002702009329 
137          NO_ID    1.594614528    1.461077815    1.355109139    1.355982683    1.013380573     1.46415443    1.660177726    2.293317833 0.002274965592 0.003100592419  0.00349823943 
138          NO_ID    1.597467964    1.393448411    1.606281479    1.482374963    1.299349961    1.434146453    1.570516113    7.432654725            100            100            100 
139          NO_ID    1.599534414    1.332075037    1.381919596    1.135425479    1.286952282    1.723046057    1.587811296    9.421931677  0.00211805698 0.007587263888 0.005402831832 
140          NO_ID    1.601902122    1.667670947    1.600484299    1.134939945    1.035857207    1.767619124    1.692798361     5.06079595            100            100            100 
141          NO_ID    1.601925502    1.696010679     1.56824147    1.434593464    1.206633081    1.627336654    1.776551821    6.820677306            100            100            100 
142          NO_ID    1.603321269    1.371059078    1.439581952     1.48460143    1.314004415    1.767017953     1.77321322    2.428337665 0.007089948457 0.0003129725847 0.0007255472288 
143          NO_ID    1.604603788    1.400295866    1.646934271    1.459870489    1.328790727    1.656643448    1.416301933    7.750850048            100            100            100 
144          NO_ID    1.604743098     1.49701875    1.312999331    1.481123463    1.354572559    1.745430101     1.66158704   0.1714004931 0.009988498136 0.0002289542197 0.000745204494 
145          NO_ID     1.60733163    1.349596603     1.60594917    1.279191184    1.002761477    1.562859027    1.737235396    8.744163555 0.001633727815 0.001790210181 0.002363217662 
146          NO_ID    1.613738042    1.641544263    1.337478409    1.417848767     1.05297718    1.576036123    1.466983092    7.413745252            100            100            100 
147          NO_ID    1.616384826    1.407884648    1.549994156     1.40411678    1.459544145    1.711370755     1.75595829    10.69034448 0.003423892637 0.003206793639 0.002829117442 
148          NO_ID    1.617904025    1.687753724    1.345075636    1.461962236    1.224391106    1.756529677    1.663225962    3.575258236            100            100            100 
149          NO_ID    1.620837261    1.513824565    1.626929961    1.323725584    1.037438585    1.623522604    1.699904814    10.87408917            100            100            100 
150          NO_ID    1.622804468    1.541007916    1.399510408    1.152366294    1.205067466    1.687321704    1.766430683 0.007970949639 0.002039318837  0.00577172895 0.003732443635 
151          NO_ID    1.623447026    1.329406507    1.358434151    1.210416982    1.130138407    1.500837481    1.538557714    4.474029737  0.00201494252 0.001216415609 0.001116487979 
152          NO_ID     1.62743703    1.415568202    1.583690452    1.431051431    1.374874671    1.566800563    1.658112858    3.409133352 0.008225449029 0.0004627477868 0.0008038806598 
153          NO_ID    1.629132892     1.52189802    1.478151882    1.406219924    1.373286327    1.597456319    1.739815675    1.375454816  0.01245848694  0.00105251161 0.001170089872 
154          NO_ID    1.629386655    1.476078411    1.545510809    1.371851544    1.125540739    1.716777577    1.771713076    7.917013768 0.002973519408 0.0006349877149 0.001201597666 
155          NO_ID    1.629741057    1.433385171    1.467802974    1.331950238    1.370305248     1.50503837    1.523422357    1.958223873 0.001007416313 4.579773037e-05 0.001009725527 
156          NO_ID      1.6317327     1.36724981    1.541437427    1.406486219    1.212720119    1.514726357    1.659823971    8.294829596 0.005779664068 8.74216797e-05 0.0005776521232 
157          NO_ID    1.636211726    1.579634097    1.603433542    1.495660329    1.477960804    1.690953663    1.487518475    6.801800383  0.01422038472 0.0007002054132 0.0005911981318 
158          NO_ID    1.636652126    1.623449876    1.454348652    1.446639428      1.3431222    1.514399846    1.564971556    3.634107349  0.01502291999 0.000194628102 0.0004693439495 
159          NO_ID    1.639545508    1.451418017    1.617316353    1.242661115    1.371734746    1.523110989    1.441638895    7.614466503 0.002610945088 0.0007450188004 0.0002080662293 
160          NO_ID    1.639944617      1.5188477    1.429192098    1.225028587    1.143375785    1.508343837    1.797558541    9.069232485 0.003000898859 0.0003128026329 0.0004260447528 
161          NO_ID    1.640778782    1.313243207    1.535045801    1.427479439    1.109664943    1.659750668    1.461376599    1.555245309 0.002852236519  0.00127570806 0.001656766086 
162          NO_ID    1.640999865    1.591848187    1.620110156    1.168105373    1.300904086    1.471466165    1.472530891    3.937458327 0.002249656324 0.004286505692 0.002884784519 
163          NO_ID    1.642557911    1.682291173    1.679696406    1.188896165    1.076433387    1.691881893    1.760307805    4.277473459            100            100            100 
164          NO_ID    1.644358036    1.518543469    1.582454907    1.352374184    1.160065244    1.475805617    1.448096779    3.567959392 0.003615308063 0.0001769735737 0.0007603871921 
165          NO_ID    1.646639152     1.69153774    1.669058699    1.418266542    1.112509222    1.766910111    1.762948806    8.053783149            100            100            100 
166          NO_ID    1.649724356    1.331608465    1.307237745    1.331052096    1.225215478    1.777060186    1.736312507    4.978662631 0.005137215426 0.0003640324694 0.0007416506024 
167          NO_ID    1.651182288    1.529678834    1.353699662     1.15425254    1.444712913    1.640415282    1.787034614     8.10317401 0.003173821836 0.005595055768 0.003474931138 
168          NO_ID    1.653514559    1.388708805    1.457597727    1.121049572    1.400819457    1.611338919    1.635406451    4.501266614 0.002084530554 0.009501331488 0.006639850079 
169          NO_ID    1.657057853    1.435487522    1.697526385    1.218343525    1.028677792    1.417850813    1.574243726    2.144242802            100            100            100 
170          NO_ID    1.657243443    1.386205656    1.325686095    1.255872504    1.354577469     1.76550177    1.601720998    6.785834209 0.002138468176 0.001033006265 0.0003761929665 
171          NO_ID    1.658520614    1.554427114    1.692697121    1.162173465    1.480415081    1.445024993    1.602016962    1.203385112            100            100            100 
172          NO_ID     1.66063623    1.562159864    1.476300096    1.200116199    1.370382896    1.746816209    1.747871356    2.946954552 0.002353466949 0.001444109565 0.001049996631 
173          NO_ID    1.661864707    1.679819893    1.384254673    1.245526682    1.431652079    1.685975672    1.771721155    1.070052322            100            100            100 
174          NO_ID    1.663920643    1.590251778    1.344151409    1.296746636    1.368940806    1.789280084    1.534974927    7.184609819 0.002941668221 0.001082136842 0.0001032551008 
175          NO_ID    1.666696251    1.436728424    1.302895079    1.394861698    1.269760359    1.543916583    1.489519715    10.49978924 0.008106877458 0.001414570846   0.0001364267 
176          NO_ID    1.667276569    1.430704565    1.382468843    1.167837747    1.464824443    1.752612578    1.656909857    4.741326344  0.00270519278 0.004275139648 0.002707250422 
177          NO_ID    1.668211062    1.622128735    1.314767433    1.157928246    1.361436909    1.648522028     1.41097246    11.93573873 0.007502599834 0.003724354891 0.002305419939 
178          NO_ID    1.669501855    1.376213009    1.642445516    1.112687304    1.043572291    1.762475849    1.668153401    10.30231857 0.001313751331  0.01228209729 0.009213203379 
179          NO_ID    1.672328539    1.476430257    1.319426642    1.142504634    1.363945768    1.679250613    1.718998954    5.957950582 0.002044059569 0.006864711752 0.004911643042 
180          NO_ID    1.674293641    1.320749085    1.620854841    1.191396775    1.293615156     1.55211403     1.42401324    10.38205101 0.002593643928  0.00107058246 0.0008421393697 
181          NO_ID    1.674392663    1.623488815    1.318624228     1.33581422    1.271192753    1.649139077    1.543749456    1.608189852 0.0008991874915 0.000525084595 0.0005213431068 
182          NO_ID    1.678222002     1.62793156     1.30225744    1.392850531    1.400186996    1.702036391    1.715587374   0.6364977158 0.0004326016381 0.0004824080408 0.0006632474872 
183          NO_ID    1.678584234     1.30339194    1.619426452    1.493284862    1.139669721    1.716984992    1.695592611    9.490186945 0.003543936583 0.0007803894999 0.0002944536265 
184          NO_ID    1.681498668    1.531893182    1.343708301    1.223987831     1.23969624    1.711471227    1.606022503     9.09116455 0.003410388843 0.0007465089875 0.0001758066912 
185          NO_ID     1.68313843    1.506458334    1.336422401    1.236906594    1.469071712    1.475834761    1.507355339     3.64492866 0.003123004689 0.0008968044079 0.0002189054499 
186          NO_ID    1.689262937    1.306170904    1.383693777    1.230176647    1.146652185    1.707244839    1.420982925    7.658703087 0.002722292146 0.0005822547213 0.0002916831537 
187          NO_ID    1.690525342    1.539906761    1.323550775    1.206501171    1.010260797     1.62789302    1.513150014    0.752976878 0.0009510086279 0.003075711062 0.002621296079 
188          NO_ID    1.693965632    1.307760765    1.420795689    1.452063195    1.488259825    1.448339806    1.530573016    2.305483663 0.004390126348 0.0006124501813 0.001133207952 
189          NO_ID    1.699247567    1.507627078    1.614380504    1.100187932    1.262474172    1.778784905    1.694138124    2.300267671 0.001591384911  0.01290828676 0.009763304839 
190          NO_ID    1.701164744    1.532592371    1.456359245    1.130616809    1.272615139    1.594769807    1.737614722    1.819500665 0.004276482493 0.008520921026 0.006536780886 
191          NO_ID    1.703192702    1.331149769    1.387749634    1.400664009    1.004204779    1.586754578    1.794685822   0.1888849978            100            100            100 
192          NO_ID    1.703466307    1.367927913    1.419152271    1.138829287    1.358712445    1.474704219    1.442403329   0.8442219742 0.001888646767 0.006893752784 0.005170103665 
193          NO_ID    1.703629322    1.307389906    1.673379138    1.483028291    1.328352041    1.469372858    1.458945221    1.937512643  0.00566692582 0.0009169022441 0.001313504076 
194          NO_ID    1.707441739    1.506446585    1.394548322    1.117142113    1.060827263    1.628941888    1.544123345    4.002117518 0.000758561543   0.0114800015 0.008879156569 
195          NO_ID    1.707575383    1.425529723     1.56159539    1.348547327    1.264262926    1.473793584    1.713386108    3.161279201 0.009452312242 0.0003005515955 0.002608041309 
