%eval_id interface    DAKOTA_RC_1    DAKOTA_RC_2    DAKOTA_RC_3    DAKOTA_RC_4    DAKOTA_RC_5    DAKOTA_RC_6    DAKOTA_RC_7    DAKOTA_EP_1    DAKOTA_EP_2       obj_fn_1       obj_fn_2 
18           NO_ID    2.745915773    2.785233191    1.946184205    2.691411385    2.899029411     2.86850792    3.040551721    4.586773051    11.25162785            100            100 
19           NO_ID    2.749807827    2.416876472    2.367208816    3.079835615    2.923468108     2.80298993    2.930719226    6.928231485    11.70962822            100            100 
20           NO_ID    2.753793209    2.727338173    1.877960334    2.779763753    2.807770382     2.89809929    2.600916669    1.762155556    6.385759047   0.1377711015 0.001818479327 
21           NO_ID    2.754414466    2.386979779    1.718771817    2.726077349    2.617050556    3.015374757    2.652458931    11.55376864    10.04427149            100            100 
22           NO_ID    2.760664883    2.250293321    1.775933835    2.894615094    2.737351395    3.033427865    2.652365657   0.7055240742     1.15860946   0.1407689113 0.001334186648 
23           NO_ID    2.760952301     2.50821393     2.49042083    3.060943533     3.01089126    3.072715033    2.622479508    10.47011894    11.08550778            100            100 
24           NO_ID    2.762777629    2.697686063    2.224248639    2.966283205    2.746944755    2.681317011    2.623386543    5.173564517    6.619549086   0.1405614649 0.002662882981 
25           NO_ID    2.766208051    2.765095465    1.704772909    2.704158376    2.834692983    2.854829788    2.688343852    11.29796853    2.419581543   0.2892622748  0.06558643724 
26           NO_ID     2.76658967    2.537599737    1.731177766     2.75522943    2.957164218    2.661397205    2.802688077    3.642703477     4.76996639   0.1369154681 0.0002683357978 
27           NO_ID     2.76693689    2.614838956    2.002692387    2.754948758    2.990256112    2.693306797    2.938674718    1.691556183     9.23782418   0.1563870699 0.001067727073 
28           NO_ID    2.767524159    2.678691241    2.389600888    2.624949493    2.823689199    2.823482054    2.606323685    1.868497488    10.87711981            100            100 
29           NO_ID    2.768533691    2.267504151    2.065160129    2.722345235    2.642574063    2.850589601    3.025951357    11.85200076    5.444237544   0.3795535872   0.1330492877 
30           NO_ID    2.772184925    2.369552007    1.715023248    2.969803664    2.650895828    2.845190811    2.974890487    6.406272051    11.15852875   0.1632387111 0.002505057782 
31           NO_ID    2.773411455    2.587237097    1.746572382    3.000599848    3.090175438    2.641399908    3.000079087    1.526219175    7.004175523            100            100 
32           NO_ID    2.774637991    2.573467183     2.35774145    3.038867243    2.708206106    2.850769025    3.010502914   0.9351977654    7.118523541            100            100 
33           NO_ID    2.775311512      2.4538258    1.805054369    2.770947515    2.980916623    2.754933128    2.860299041    0.859218378    8.924711492   0.1715107419 0.004891749978 
34           NO_ID    2.776352235    2.663163062    2.112400902    2.992045442    2.714847529    2.948293498    2.995697844    10.53959072    8.708616864   0.2376376813  0.02057617998 
35           NO_ID    2.776493609    2.644855287    2.022006726    2.920391216    2.746742594     2.93550471      2.8264271    6.070997193    8.455758885            100            100 
36           NO_ID     2.77678047    2.391601679    2.186430286    3.014437112    2.660938282    2.701816546    2.993132663    8.018932743    2.836019437            100            100 
37           NO_ID    2.779233571    2.374805308    2.083646581    2.846646789    3.075353263    3.070835743    2.619733501    7.901308808   0.9275498879            100            100 
38           NO_ID    2.779595346    2.528423993    2.451423834    2.666466818    3.066568252    3.092571728    2.919381037     10.1356884    3.426087249            100            100 
39           NO_ID    2.781029654    2.543194604     2.14920631    2.806750927    3.057660402    3.040930842     3.05638388    4.064977221    4.729999856   0.1368793686 0.0002325868547 
40           NO_ID    2.781214638    2.735519505    2.400887421    2.868980989    2.844463323      2.7388342    2.678935823    5.140814364    9.480212955            100            100 
41           NO_ID    2.783443042    2.318693749    2.147740624    3.025868095    3.074668672    2.949996358     2.87927282    4.096334849    6.598185615   0.1397166724 0.0004718730225 
42           NO_ID    2.784545094    2.701932739    2.472106919     2.98579499    2.865544598    2.917053409    2.685988126   0.4966529871    6.709740174            100            100 
43           NO_ID    2.790921833    2.511968533    2.010770791    2.890693954    2.705425472    2.677729459    2.946538614    7.690685931    4.833120007            100            100 
44           NO_ID    2.791174612    2.236133592    2.441099029    2.696330914    2.623865638    2.903512744    2.750628323    6.345008441    3.367623262            100            100 
45           NO_ID    2.791369853    2.250718131    2.379119953    3.019271738    2.755917401    2.784423748    2.713503482    10.71867253    6.956381291            100            100 
46           NO_ID    2.791642861    2.455266557    2.377325602     2.98508455    3.025813441    2.907958651    2.968520802    4.361311227    2.957012902            100            100 
47           NO_ID    2.794039299    2.276466713    2.186978396      2.8357166    3.069102415    2.689094265     2.70921612    4.363204979    11.40828792   0.1671675845 0.003946993484 
48           NO_ID    2.798525306    2.241005225    1.812977323     2.72537624    2.817437182    2.992174136    2.879823969   0.9177924976    6.009955301   0.1379492202 0.001369700592 
49           NO_ID    2.801421298    2.383507838    2.382382439    2.672724348    3.058380795    3.034586643    2.871209167    1.496657717    11.76761167            100            100 
50           NO_ID    2.801749345    2.361020608    1.834642827    2.613949539    2.674585675    2.618892218    2.982119422    10.40397174     4.94783621            100            100 
51           NO_ID     2.80180006    2.566810103    1.847346732    2.765897987    2.863656968    2.635393281    3.065253219    4.733755954    1.727816223   0.1364726584 0.0008539638644 
52           NO_ID    2.802124562    2.674852493    2.286447437    2.911058817    2.780291222     2.67420322    2.942724072   0.8616250795     5.39458092   0.1361959434 0.001688774534 
53           NO_ID    2.802426011    2.348105472    2.435933009    2.862995217    3.082815321    2.868839198    2.948397485    2.286359434     10.2849421            100            100 
54           NO_ID    2.802822775    2.632882975    2.176722407    2.675815807    2.661187562    3.053630403    2.639679782    5.664640101     8.54735069            100            100 
55           NO_ID    2.805852727    2.513741843    2.234997892    3.083395346    3.063758004    3.044840963    2.631380277    2.416159156    9.544558692            100            100 
56           NO_ID    2.807060829    2.456618264    1.704040009     2.98424084    2.782016955     3.03597482     2.67438657    1.278356368    1.981879978   0.1354540365 1.593772023e-06 
57           NO_ID    2.808849632    2.622824112    2.065106461    2.601222061    3.008123135    2.749070159    2.900406666    10.27623589    4.890595589   0.2272240899  0.02668813924 
58           NO_ID    2.808892754    2.444973963    2.065032698    2.784391336    2.704804124    2.753240116    2.771816344    8.839735562     2.47493752            100            100 
59           NO_ID    2.809856407    2.705365133    1.863619823    2.685173632     2.64966608    3.062998203    2.983125136    3.011565296   0.5804583507   0.1350911385 0.001638147615 
60           NO_ID    2.814190172    2.543181304    2.261413778    3.065208204    2.884911246    2.996159731    2.860901476    4.827481211    9.333813623   0.1562706542 0.001581531254 
61           NO_ID    2.815018409    2.730484875    2.055122454    2.866981882    2.686483424    2.845827434    2.785025859    10.44733666    1.210994337   0.1957581391  0.01089448741 
62           NO_ID    2.815530156     2.22865108    2.368870364     2.94882227    2.904630664    3.020655508    3.082971588    10.37060944    6.722726939            100            100 
63           NO_ID    2.817878367    2.666617526     1.70969339    2.859713277    2.987308895     2.90196231    2.820673811    11.68893306    10.92133507   0.3069085996  0.06167291748 
64           NO_ID    2.819154107    2.229153104    2.147451366    2.894887463    2.659560729    2.952335763     2.73102488    6.641896374    7.856291551            100            100 
65           NO_ID    2.819612912    2.462026594    2.448365116    2.683939225    2.739619245    2.606946159    3.026444489   0.9873037436    9.234075759            100            100 
66           NO_ID    2.823237054    2.774442418    1.798457561    2.625363696    3.089181124     2.66928481    2.986442625    1.613077954    7.412052717    0.141675414 0.001116879445 
67           NO_ID    2.827183931    2.422167147    1.987618256    2.887078385    2.666684104      2.8344352      2.9261612     9.92792106    5.555566636            100            100 
68           NO_ID    2.827633218    2.574475944    1.732604897    2.673784058    2.615459473    2.736841995    2.981668583    10.48479063    1.075509584    0.237694007   0.0388243449 
69           NO_ID    2.832554159    2.536631985    2.200145814    2.891237463     2.60465358    3.027142937    2.928075444    8.948024393    2.614470012            100            100 
70           NO_ID    2.833982286    2.214750603    2.499166782    2.673417028    2.850440739    2.615632115    2.823276948    5.250178397    1.951541171            100            100 
71           NO_ID    2.835516098    2.307128977    1.842962441    2.754884143    2.816929851    3.085061937    2.621413791   0.6717280283    3.968475817    0.134657464 0.001183715888 
72           NO_ID    2.836783163    2.702683049    2.196024402    2.979457304    2.678444063    2.722078538    2.999835365    3.653474893    3.300912276   0.1325606009 0.001649156597 
73           NO_ID    2.837331919    2.392212278    2.099412725    2.811713649    2.856152486    3.009301018    2.615732578    4.094150346    11.28574321   0.2284379452  0.01311236188 
74           NO_ID    2.844016977    2.627343471    2.197735079    2.806520476    2.766187074    3.020660785    3.095890777   0.3010416181     11.6517365   0.1524436352 1.593772023e-06 
75           NO_ID     2.84448503    2.764637912    2.218251734    2.901099982    3.023341817    2.837815945    3.037540949    10.03138701    6.684028284   0.2355293782   0.0353687544 
76           NO_ID    2.844670685    2.492249142    2.176668203    2.903371834    3.028901958    2.963446406    2.912829419    2.176117274     7.38242213   0.1667551694  0.00899438744 
77           NO_ID    2.844772709    2.633749028    2.110983649     2.65838316    2.763094602    2.816494663    2.934017801    9.793972284    11.52611185    0.226249914  0.02174059312 
78           NO_ID    2.844999489    2.268666453    1.886353744    2.936425447    2.637310538    2.861007394    2.669455595    11.29469658    7.488554777            100            100 
79           NO_ID    2.846612929    2.585875971    1.947116366    2.920804172    2.958240668    2.788344433     2.99520846    10.55354224    9.673907825    0.247553785  0.03428266314 
80           NO_ID    2.848288805    2.278634535    1.715132135    2.761769596    3.044154516    2.839779981    2.761768539    8.727614688    3.923928639            100            100 
81           NO_ID    2.850364221     2.29245177    2.337623984    2.690853556    2.896824069    2.800780624    2.875842389    3.758129526    5.031936538   0.1336108671 0.0009757152195 
82           NO_ID    2.852986354    2.551779964    1.876471148    2.992612942      2.8593621    3.050633264    2.608254407   0.3541912773   0.8164000403   0.1332532217 0.0003194697163 
83           NO_ID    2.853251847    2.716958247    1.760777418    2.993435056    2.657985221    2.772169727    3.077586823    1.726434226    5.922129641            100            100 
84           NO_ID    2.854305273    2.227518198     2.10466275    3.055752098    2.750181907    2.658589304    2.647843806    7.585917478     7.73391054            100            100 
85           NO_ID    2.854715719     2.56343581    2.038481563    3.068319049    2.813279886    2.671822432    3.051770191    5.379467063    1.105491641   0.1352166218  0.00123952425 
86           NO_ID    2.857736452    2.515051714    2.130177842    2.898730815    2.737463104    3.066060507    3.055124906    5.547357333    3.494753504   0.1332263504 0.000324659708 
87           NO_ID    2.859047507    2.460575956    1.822926986    2.835799096    3.017194564    3.018251408    2.679523578  0.01252487116     8.66305242            100            100 
88           NO_ID    2.859313107    2.448210007    1.787202387    3.037649913    2.986862894    3.010621051    2.848734337    2.241200891    1.843394996   0.1331071417 1.593772023e-06 
89           NO_ID    2.859356856    2.402313054    1.846030231    2.691992643    2.687290775     2.70563049    2.720084592    8.863012096    8.073937558            100            100 
90           NO_ID    2.860038347     2.60970645    2.249959172    2.683327306    3.042709109    2.729719985    2.964081249    3.587040856    2.097129297   0.1323111781 0.001016216606 
91           NO_ID      2.8603614    2.386814679    2.442182359    2.774839109    3.002509209    2.932511149    3.082978009  0.03553367594    0.622653466            100            100 
92           NO_ID    2.861845174    2.332560737     1.77677589    2.736915295    3.052848983    2.786915128    3.011641707    4.930860078     2.27991047    0.134200533 0.0003195652652 
93           NO_ID    2.862295603    2.612567542    2.084458345    2.848931656    2.909138945    3.038482395    2.965564442    7.485593043    9.941820865   0.2352236968  0.04431773714 
94           NO_ID    2.862716949    2.339756721    2.192615241    3.021406803    3.007970905    2.899169773    2.906674676    6.074513462    2.940803475            100            100 
95           NO_ID    2.863958107    2.711221421    2.299065886    2.719016812    3.037100145    2.824020057    2.821930365    4.312868046    9.561001968   0.1500485973 0.0008754708301 
96           NO_ID    2.864924403    2.616087673    1.893305428    2.761211132    2.877048375    2.972446245    3.018390099    1.953056692    8.169575431   0.1468134504 0.001244305791 
97           NO_ID    2.865294212    2.674712841    1.838552142    3.096466985    2.686826976    2.979745058    2.706761452    11.50655805    3.338571792   0.2166976001  0.02185338895 
98           NO_ID    2.867394851    2.637523743    1.716672885    2.896623951     2.76961521    2.716264468    2.653378389    4.121055065    2.107038747   0.1311797411 0.001443560925 
99           NO_ID    2.870163389    2.577782389    1.973788661    3.028103266    2.858170985    3.087599002     2.61213189    4.564622134    4.366043482   0.1319622108 0.0009830316587 
100          NO_ID    2.870473048     2.66155618    2.473498003    2.855907861     2.91525022    2.875891893    2.942154599    7.076042559    4.905829804            100            100 
101          NO_ID    2.870522959    2.582966574     2.37389822    3.060000896    2.661993103    2.852122701    2.897519646    2.698759576    3.256041936            100            100 
102          NO_ID    2.873057904    2.754101731    1.756690017    2.893910682    2.828922713    2.888768221    2.698872399    8.402361155    10.73489611   0.1969084038  0.01381448276 
103          NO_ID    2.874842651    2.240262329    1.983882647    2.838981112    2.895070146    2.750907727    2.790934211    3.137688011    4.019104591   0.1324365732  0.00141470552 
104          NO_ID    2.875824742    2.562718761    1.995982132    2.959764661    2.608883399    2.680582867     3.04635975   0.1284092144    4.017836235    0.131678644 0.0003216107129 
105          NO_ID     2.87930154    2.337462164     1.75894077     2.96818077    2.781793314    3.076286459    3.079405979     8.67736961    4.417364171            100            100 
106          NO_ID    2.879680633    2.677286722    2.314018983    2.968351616    2.947644585    2.933273262    2.615498972    6.335284294    7.643076598            100            100 
107          NO_ID    2.881503166    2.259493345    2.002473962    2.715787858    2.905822419    3.076690278    2.897242266    11.92132171     8.33026541   0.2030797969  0.01751594886 
108          NO_ID     2.88152409     2.60691535    2.327057215    3.074650072    2.794804435    2.876529507     2.88475577   0.9799175323   0.7052407268   0.1324479055 0.0009948986398 
109          NO_ID    2.883102649     2.30865152    1.705843844    2.924302084    2.614565538    2.729089756    2.601103218    6.695690864    9.404342857   0.1367054316 0.000318495267 
110          NO_ID    2.883503968    2.377106167    1.831676493     2.80472529    2.676570366    3.014850446    2.935302674    1.674752557   0.8877531033   0.1318888384 0.0003862711589 
111          NO_ID    2.885441508    2.703947565    2.287280209    3.051092989    2.724903937    2.893067981    2.925509167    5.854098002    5.524035017            100            100 
112          NO_ID    2.885714901    2.761657726    2.245622284    2.872373859    2.711821116    2.883084657    3.094325393    9.091271934     8.86963394   0.1864748809  0.01024978544 
113          NO_ID    2.885765095    2.504393934    1.951365342    2.668620434    2.794497535    2.757219745    2.854966405    1.154226926    2.891848668    0.130924036 1.593772023e-06 
114          NO_ID    2.886710668    2.425823306     2.04223331    2.613294692    2.856204171    2.969712301    2.625027078    9.174756477    9.282308577            100            100 
115          NO_ID    2.888688188    2.316666616    2.116447911    2.847230407    2.614596872    2.975353104    2.835227359    3.625965588    3.344853526   0.1312994739 0.001046756106 
116          NO_ID    2.890518855    2.219383451    1.939775872    3.068316695    2.665682101    2.715711035    2.978187656   0.3260737752    6.300672879            100            100 
117          NO_ID     2.89172932     2.59119504    2.305713669    2.729016847     2.62513725    2.685412716    2.783518339    11.10689192    11.33461464    0.228392799  0.02175159011 
118          NO_ID    2.892122261    2.276594627     2.18779804    2.890610924    2.769510224    2.823151057    2.873177748    1.327325112    11.72869573   0.1591666736 0.004238665019 
119          NO_ID    2.894283433    2.597123576        2.24003    2.650455213    2.983545713    2.689958842    2.821706747     2.39165136    7.368710225   0.1621947907 0.006469822463 
120          NO_ID    2.894435686    2.424927055    2.251182324    2.831740263     2.87767037    3.085782292    2.841129793    3.539376801   0.8802748811   0.1317232704 1.593772023e-06 
121          NO_ID    2.896288782    2.268657468    2.339762635    3.010714136    2.752831567    2.870564386     2.71196834     11.3573468    10.01536752            100            100 
122          NO_ID    2.897464248     2.64237661    2.193022241    2.698971361    2.793432746     2.76436995    2.987367369    11.52274739    2.696767628    0.246571448  0.04747363711 
123          NO_ID    2.898014852    2.280668837    2.017235445    2.919370501    2.935701924    2.988200289    2.767968118    10.35660719    1.779567602   0.2011268884  0.02442621684 
124          NO_ID    2.902021739    2.698484072    2.480983496    3.019163668    2.941971487    2.977099094    2.608120511    9.871037218    3.457292264            100            100 
125          NO_ID    2.904995705    2.545172862    1.990327053    2.790899319    2.970404115    2.752367295    2.793882387    11.38949978    9.289446673   0.2371159359  0.02860506518 
126          NO_ID    2.906895188    2.244242564    1.751184311    2.946046001    3.094636597    3.000835869    3.030194754    7.187970783    5.262986504            100            100 
127          NO_ID    2.909089437    2.743058711    1.953550578    3.082993118    3.069895199    2.718326341     2.96121317    4.725731874    10.43061186            100            100 
128          NO_ID    2.909214564    2.768177288    2.423124958    2.935666855    2.616554964    2.707262858    2.670042562    3.419811444    4.116964959            100            100 
129          NO_ID    2.911024077    2.502216063    2.474696762    2.836055706     2.94598611    2.795706977    2.901714686    0.406406997    1.838966384            100            100 
130          NO_ID    2.913737017    2.504004352    2.187938748    2.721175668    2.758519117     2.70157935    2.905580518   0.3978392726    11.38529662   0.1463360236 0.001136073964 
131          NO_ID    2.914657524    2.424248898    2.213844665    2.965652766    3.067974004    2.832471666     2.71476294     10.7477406    6.717752581   0.2038785543  0.02433251299 
132          NO_ID    2.914782315    2.427913763    2.257756188    2.695823375    2.785948361    2.975105773     2.82378446    3.845449366    1.988718935    0.130218162 1.593772023e-06 
133          NO_ID    2.915137586    2.391138047     1.97386358    2.889025646    2.712404795    3.099427305    2.790973265    1.741821484   0.6359821114   0.1310770404 0.0003639261945 
134          NO_ID    2.915320756    2.212962935    2.187179314     2.86578374    2.916031394    2.917829417    2.623334474    1.316012152    5.250162623   0.1307715281 0.001553781298 
135          NO_ID    2.920823884    2.361100607    2.349657415    2.706215623    2.616818577    2.613234549     2.67303765   0.6299461409    9.344524746            100            100 
136          NO_ID    2.922004215    2.634968483    2.111967982    2.643578562     2.69586207    3.045666077    2.857474381    2.619762301    4.844885931   0.1295204353 0.001171337359 
137          NO_ID     2.92205137     2.46543875    2.182885533    3.017881848    2.980178872    3.086942747    2.697643258    4.014174171    1.287044434   0.1306211639 1.593772023e-06 
138          NO_ID    2.924603811    2.203133837    1.914638909    2.727478063    2.959458114    2.964295728    3.002377858    10.08190834    9.789167062   0.2259874048  0.03142257369 
139          NO_ID    2.924879938      2.6935825    2.098576278    3.079848522    2.647434692    3.053255143    2.807993958    5.563824677    1.393422403   0.1308639068 0.002461636302 
140          NO_ID    2.927240663    2.526956049    1.888399236    2.960674428    2.829111188    2.994982188    3.073098793    1.382927545    10.02181996    0.149949299 0.002266545162 
141          NO_ID    2.927492987    2.261460024    2.171464369    2.978940462    2.875817478    2.792404165    2.862702326    3.460058247   0.9611699977   0.1307290975 0.001252666778 
142          NO_ID    2.927664649    2.449208287    1.750664406    2.955609823    2.750570985    3.033305783    2.698349461    4.350280307    7.924458435            100            100 
143          NO_ID    2.931669304    2.481001452    2.145487512    2.784595503    2.618534111    2.929646382    3.079260734     9.53938974    2.531132621            100            100 
144          NO_ID    2.933205577    2.789542297    2.316428597    2.945133823    2.923363705     2.97868633    2.912424051    9.286178552    11.43380616    0.254733058  0.04024687363 
145          NO_ID    2.937586762    2.607616743    2.454617073    3.030760468    2.645836123    2.918375398     2.65157636    4.969134117     2.29017054            100            100 
146          NO_ID    2.938557655    2.440935474    2.195927736    3.069737276    2.856174673     2.80543041    2.937016089    9.591752589    2.269781477   0.2058405025  0.03215799752 
147          NO_ID    2.939685831    2.686247211    2.256422578     3.01805066    2.693161285    3.024807253     2.91656565    4.416356191    5.319151732            100            100 
148          NO_ID    2.940930823    2.737286447    2.152622674     2.80166113    2.777118666    3.030477644    2.883958938    9.164254947   0.1691522376   0.1774267554  0.01231440015 
149          NO_ID    2.941309663     2.75155586    2.141015426    2.844987577    2.863759997    2.604571235    3.077014387    1.338990888    11.04928286   0.1468635586 0.001230225265 
150          NO_ID    2.943304091    2.474723913    2.071242896     2.89203129    3.055815551    2.881604598    3.081077516    1.718481806    2.098248388   0.1282907428 1.593772023e-06 
151          NO_ID    2.943489522    2.622688394    2.452789308    3.088418743    2.729745596    2.932967054    2.845898732    4.159779804    10.29189898            100            100 
152          NO_ID    2.944009673    2.327012698    2.110807101    2.602095418    3.071528813    3.041861067    2.969768343    7.378872255    5.868403654            100            100 
153          NO_ID    2.944183158    2.216010815    2.112081174    2.838802446    3.000927359    3.059020392    2.963491489    6.175924796   0.1544535701            100            100 
154          NO_ID    2.944366077    2.209717142     2.01757571    2.703979944     2.65573051    2.697027609    2.880027568   0.9986166754    4.009685008   0.1290749676 0.001548830306 
155          NO_ID    2.948054011    2.331491633    2.162992482    2.946356327    2.664828235    2.731764926     2.98316701    9.144975056    4.401674746            100            100 
156          NO_ID    2.949068068    2.337571351    2.258624536    2.992086133    2.800309907    3.005393795    2.720311214    7.743723396    10.75122859            100            100 
157          NO_ID    2.950751859    2.740905834    1.928352501    2.608489936    3.009308047    2.756052381    2.856804898    10.81054956    6.073333475   0.2678067063  0.05330833581 
158          NO_ID    2.958896845    2.308751987    1.787602737    2.808530397    3.047182397    2.640779168    2.679550363    1.042324489    1.175155594   0.1295783728  0.00109472503 
159          NO_ID    2.959800916    2.627346362    2.402643196    2.784134674    3.018381752     2.71988239    2.701140184    9.557216824    10.64041196            100            100 
160          NO_ID    2.959823866    2.550977798    2.470198707    2.954164863    2.829731272    3.000155733      2.7717124    8.665426191    9.537823441            100            100 
161          NO_ID    2.959828457    2.627477259    2.161433612    2.886681729    3.047995368    2.711093588    2.915789468    8.366285186    2.430456626   0.1883162444  0.02536724634 
162          NO_ID    2.960883846    2.334534204    1.934959618    3.065211966    2.769506553    2.734544087    2.719077093    6.262030517    10.40576397   0.1637819434 0.004427265718 
163          NO_ID    2.963745739    2.477267956     2.13693874    2.953867938    2.667812169    3.038248381    2.714080373    6.256975676    11.41442355    0.147041164 0.001360552606 
164          NO_ID    2.965662766    2.792102149    2.447664366    2.663560401    2.697722259    2.666201686    2.943398291   0.5661685022   0.9808885981            100            100 
165          NO_ID    2.969404431    2.398194003    2.116339897    2.792895151      2.6373526    3.079217116    2.650515333     10.4516982    8.293674112            100            100 
166          NO_ID    2.970871229    2.662115878    1.757673516    2.898975821     2.74371555    2.672914751    2.930966016     11.7542772     1.62123235   0.2289840958  0.04311830405 
167          NO_ID    2.971190386    2.316334106    1.851840996    2.701516019    2.846461228    2.913256117    2.669244217    7.929610874     10.8690087            100            100 
168          NO_ID    2.973905362    2.366716236    2.139562259    2.852603521    3.008081141    2.885528858    2.657090592    4.172757164    2.437446022   0.1289235472 1.593772023e-06 
169          NO_ID    2.976361356    2.660197258    1.789351456    2.815019775    2.723650541    2.719673516     2.61989355    9.942275158    6.940409753   0.1823510762  0.01571781372 
170          NO_ID    2.976756412    2.573712109     2.16635675    2.893913373    2.782327572    2.640079467    2.835714596    6.721718825    9.669558734            100            100 
171          NO_ID    2.977813853    2.601383901    2.020309018    2.855149277    3.062519099    2.923614363    2.815107407    5.412343575    7.354312429            100            100 
172          NO_ID    2.980655191    2.416904589    1.708011999    2.935089192    2.604374881    2.695634155    2.989840902    5.109726685    1.027597229   0.1282989296 1.593772023e-06 
173          NO_ID    2.981405744     2.33636627    2.008969641    2.763780296    2.765690765    3.011292952    2.930707861    8.493704856   0.2728841287            100            100 
174          NO_ID     2.98381566    2.533286998    2.489726224    2.883598699    3.069303973    3.024377429    2.921584585    8.705736697    11.57670359            100            100 
175          NO_ID    2.984566648    2.661542497    2.196169116    2.946025463    2.852855523    2.752494004    2.977951644     6.91590018    4.657881117            100            100 
176          NO_ID    2.985140205    2.323538176     2.04402305    2.623835099    3.029053287    2.927126243    2.770684861    9.462366062     11.9191871   0.2089198093  0.03378701793 
177          NO_ID    2.985244593    2.783232949    2.293631945    2.696247791    2.608185648    2.656511677    2.908923239    4.301441316    8.763840502   0.1409088608 0.0008704428381 
178          NO_ID    2.985477267    2.476175691    2.139839672      2.6606214    2.643586233    2.825654656    2.803341713    1.249828075     3.23910487   0.1269961253 1.593772023e-06 
179          NO_ID    2.985751501    2.498409163    1.963778387    2.749030022    2.764385504    3.051730906    2.759628102    3.873862095     1.86211924   0.1269552659 1.593772023e-06 
180          NO_ID    2.987515275    2.570657281    1.836643628    2.712449655    2.759700056    2.866156092    2.717457154    11.87494194    6.492743357   0.2159036916   0.0325487399 
181          NO_ID    2.988987259    2.684370846    2.382210531     3.06435647    2.603136555    2.800068242    3.033996367    1.670480938    3.999275858            100            100 
182          NO_ID    2.992547918    2.422127954     2.28827668    2.935924198    2.902655752    3.031395186    2.740285695   0.9209364601    9.611942426   0.1575106406 0.005031078756 
183          NO_ID    2.994589421    2.610865968     1.75108189    2.635306984    2.641584376    2.800520393    2.726575878    3.205848463    6.907468035   0.1286226285 0.001282213182 
184          NO_ID    2.996720652    2.498327798    2.406881957    2.697744046    2.962818814    3.084066332    2.622194016    6.770173249    3.359609598            100            100 
185          NO_ID    2.997752745    2.462805616    2.272192291    2.998134825    2.966352639     2.84646812    3.004193194    3.025581989    3.210648359   0.1271012963 1.593772023e-06 
186          NO_ID    2.999936007    2.436639227    1.950230545    2.693676785    2.779554222    2.674719419    2.669763761     4.04027169    7.023648846   0.1272730185 1.593772023e-06 
187          NO_ID    3.000605772    2.284190161    2.265447561    2.796011946    3.024928043    2.731143891    2.789590836    5.004641792    2.410748738            100            100 
